NHPDPropertyID,PropertyName,Latitude,Longitude,PropertyStatus,TotalUnits,EarliestStartDate,EarliestEndDate,LatestEndDate
1063248,EASTER SEALS UNITED CEREBRAL PALSEY NC HOUSING,35.7933600,-78.6169500,Active,82,7/1/06,9/30/25,6/1/41
1063272,BEACON POINTE APARTMENTS,35.7145300,-77.8817720,Active,104,2/1/74,9/30/25,1/1/36
1063316,ARC/HDS ALAMANCE CO GH #5,36.1091220,-79.2627900,Active,7,9/17/20,9/30/25,9/30/25
1063097,LAGRANGE VILLAGE APARTMENTS,35.3072400,-77.7850500,Active,50,10/3/05,10/2/25,1/1/46
1063926,ROSEDALE II/HOPE HAVEN,35.2584000,-80.8015800,Active,74,1/1/02,10/10/25,1/1/34
1064041,NORTHPOINT COMMONS II,35.6472000,-82.5742100,Active,39,1/1/05,10/26/25,1/1/37
1063004,ARC/HDS CHATHAM COUNTY GH #3,35.7307500,-79.4779300,Active,7,10/9/20,10/31/25,10/31/25
1063063,ARC/HDS WASHINGTON COUNTY GROUP HOME #2,35.8540300,-76.7415900,Active,6,10/29/20,10/31/25,10/31/25
1063119,ARC/HDS FORSYTH CO GH #5,36.1220520,-80.1344230,Active,7,10/3/20,10/31/25,10/31/25
1064323,ARC/HDS COLUMBUS CO GH #2,34.3307210,-78.6930070,Active,7,10/5/20,10/31/25,10/31/25
1062974,ARC/HDS RICHMOND COUNTY GROUP HOME #2,35.0706700,-79.7670000,Active,7,11/14/20,11/13/25,11/13/25
1008827,CREEKSIDE CORNERS #2 DUPLEXS,35.5000060,-80.8528700,Active,9,11/17/05,11/17/25,11/17/25
1120086,CLAYTON COURT APARTMENTS,35.6584700,-78.4544300,Active,12,8/29/75,11/23/25,8/27/32
1062940,ARC/HDS BEAUFORT CO APARTMENTS,35.5563000,-77.0655300,Active,10,11/27/20,11/30/25,11/30/25
1062986,ARC/HDS ROCKINGHAM COUNTY GROUP HOME #3,36.3234700,-79.6720900,Active,7,11/19/20,11/30/25,11/30/25
1063000,ARC/HDS COLUMBUS COUNTY GH #1,34.3263000,-78.6991300,Active,6,11/19/20,11/30/25,11/30/25
1063121,ARC/HDS GUILFORD CO GH #5,36.0111800,-80.0303200,Active,6,11/22/20,11/30/25,11/30/25
1063222,ARC/HDS GASTON CO GH #2,35.2620400,-81.1630800,Active,6,11/25/20,11/30/25,11/30/25
1063233,ARC/HDS MOORE COUNTY GROUP HOME #1,35.1728920,-79.3866130,Active,6,11/19/20,11/30/25,11/30/25
1064339,ARC/HDS JOHNSTON COUNTY GROUP HOME #3,35.4663320,-78.1602370,Active,7,11/29/20,11/30/25,11/30/25
1065167,,35.5345300,-82.6990700,Active,1,12/12/05,12/12/25,12/12/25
1064704,MHO NORTHPOINT COMMONS APARTMENTS PHASE II,35.6371300,-82.5621600,Active,39,12/15/05,12/15/25,10/4/27
1065306,SOUTHVIEW GREEN APARTMENTS,34.9795240,-78.9230410,Active,72,1/1/04,12/19/25,1/1/34
1064132,TARBORO SQUARE,35.8998520,-77.5364070,Active,24,12/20/05,12/20/25,12/20/25
1129721,THE HOLLOWS APARTMENTS,36.2246600,-80.7082400,Active,20,12/21/15,12/21/25,12/21/25
1121866,SEDGEFIELD APARTMENTS,35.5849610,-80.8246690,Active,36,1/3/96,12/26/25,12/26/25
1065259,WESLEY HEIGHTS COMMUNITY DEVELOPMENT INC,35.2356100,-80.8626330,Active,1,12/30/05,12/30/25,12/30/25
1063084,ARC/HDS WILSON COUNTY APARTMENTS,35.7206300,-77.9243500,Active,9,12/17/20,12/31/25,12/31/25
1063105,ARC/HDS EDGECOMBE CO APARTMENTS,35.9287600,-77.7734700,Active,9,12/17/20,12/31/25,12/31/25
1063242,ARC/HDS HALIFAX CO APARTMENTS,36.4453400,-77.6695500,Active,9,12/17/20,12/31/25,12/31/25
1063462,ARC/HDS LENOIR COUNTY APARTMENTS,35.2798200,-77.5795400,Active,9,12/17/20,12/31/25,12/31/25
1004611,CHESHIRE SEVERSVILLE,35.3369850,-80.7939280,Active,102,1/1/96,1/1/26,7/1/47
1063981,MINA HOUSING,35.7543200,-78.5502500,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063983,1823 VINTAGE RD,35.7543200,-78.5496900,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063985,MINA HOUSING,35.7543200,-78.5502500,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063987,1827 VINTAGE RD,35.7543200,-78.5496900,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063989,1832 VINTAGE RD,35.7543200,-78.5502500,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063991,1834 VINTAGE RD,35.7543200,-78.5502500,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063995,1836 VINTAGE RD,35.7543200,-78.5502500,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063997,1838 VINTAGE RD,35.7543200,-78.5502500,Inconclusive,1,1/1/96,1/1/26,1/1/26
1063999,4200 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064001,4202 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064005,4208 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064008,4214 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064009,4218 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064010,4220 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064011,4222 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064012,4224 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064015,4230 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064016,4232 KAPLAN DR,35.7748700,-78.6918800,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064018,4236 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064019,4238 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064020,4240 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064021,4242 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064022,4244 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064024,4248 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064025,4250 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064027,4256 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064028,4258 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064029,4260 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064030,4262 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064032,4264 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064034,4266 KAPLAN DR,35.7756900,-78.6917200,Inconclusive,1,1/1/96,1/1/26,1/1/26
1064036,500-502 HICKS MILL RD,36.3251220,-78.6014890,Inconclusive,2,1/1/96,1/1/26,1/1/26
1064046,BAREFOOT PARK APARTMENTS,35.7090800,-77.9442600,Inconclusive,2,1/1/96,1/1/26,1/1/26
1064048,BAREFOOT PARK APARTMENTS,35.7090800,-77.9442600,Inconclusive,2,1/1/96,1/1/26,1/1/26
1064052,BAREFOOT PARK APTS: LOT 24,35.7090800,-77.9442600,Active,2,1/1/96,1/1/26,1/1/26
1064062,BAREFOOT PARK APARTMENTS,35.7090800,-77.9442600,Inconclusive,2,1/1/96,1/1/26,1/1/26
1064070,BARRETT PLACE APARTMENTS,35.5914100,-77.4009600,Active,48,1/1/96,1/1/26,1/1/26
1064080,RIVER BIRCH APARTMENTS,35.8660000,-78.5929500,Active,176,1/1/96,1/1/26,1/1/26
1064085,THE LOFTS AT NODA MILLS,35.2493400,-80.8024900,Active,60,1/1/96,1/1/26,1/1/26
1064091,SALEM CREST APARTMENTS,36.0604320,-80.2733020,Active,144,1/1/96,1/1/26,1/1/26
1064093,WOODLAND HILLS,35.9129750,-82.2904890,Active,32,1/1/96,1/1/26,1/1/26
1064144,Alexander Homes,36.0683300,-79.7633900,Active,40,1/1/96,1/1/26,1/1/26
1064206,EAGLE TRACE APARTMENTS,35.9912000,-78.5014400,Active,56,1/1/96,1/1/26,1/1/26
1064253,CAPITAL TOWERS I,35.8455700,-78.6416700,Inconclusive,208,12/1/73,1/1/26,1/1/26
1064425,ST ANDREW'S HOMES,35.2177400,-80.7840400,Active,34,1/1/96,1/1/26,1/1/26
1064606,BAREFOOT PARK APARTMENTS,35.6925820,-77.9074890,Inconclusive,3,1/1/96,1/1/26,1/1/26
1064833,BAREFOOT PARK APARTMENTS,35.7090800,-77.9442600,Inconclusive,2,1/1/96,1/1/26,1/1/26
1064868,FOREST PARK GARDENS PHASE I,35.7955800,-80.8682600,Active,40,1/1/96,1/1/26,1/1/26
1064884,GREENS OF PINE GLEN TOWNHOUSES I,35.9081500,-78.9202500,Active,152,1/1/96,1/1/26,1/1/26
1064946,BETHABARA POINTE,36.1612200,-80.2911420,Active,160,1/1/96,1/1/26,1/1/26
1106497,MAPLE RIDGE APARTMENTS PHII,35.6515390,-78.8226700,Active,45,1/1/96,1/1/26,1/1/26
1106568,GREENS OF CONCORD,35.4236900,-80.5833500,Active,152,1/1/96,1/1/26,1/1/26
1106629,LAURELWOOD PARK APARTMENTS,35.9399000,-80.0455500,Active,100,1/1/96,1/1/26,1/1/26
1106633,TOWNE CENTER,34.7514700,-77.4094400,Inconclusive,478,1/1/96,1/1/26,1/1/26
1106638,HUNTERS LANDING,35.1264060,-77.0950580,Active,48,1/1/96,1/1/26,1/1/26
1106701,BILTMORE HILLS APARTMENTS,35.9240420,-78.5654910,Active,50,1/1/96,1/1/26,1/1/26
1107164,GREENS OF PINE GLEN TOWNHOUSES PHASE II,35.9079780,-78.9227110,Active,16,1/1/96,1/1/26,1/1/26
1107191,GREENS AT PINE GLEN,35.9080120,-78.9223240,Active,168,1/1/96,1/1/26,1/1/26
1107782,CAROLINA PINES APARTMENTS,34.7347000,-79.3589040,Active,32,3/18/83,1/1/26,12/8/39
1108114,CAMBRIDGE VILLAGE,35.9991000,-78.8693600,Active,83,1/1/96,1/1/26,1/1/26
1108126,SHAMMAH WINDS APARTMENTS,35.7636370,-78.6297360,Active,32,1/1/96,1/1/26,1/1/26
1108317,RIPLEY STATION,35.7843600,-78.5814300,Active,48,1/1/96,1/1/26,1/1/26
1115697,MATTAMUSKEET VILLAGE APARTMENTS,35.4936340,-76.0347790,Active,16,1/1/96,1/1/26,10/19/46
1115721,ST PAULS GREEN APARTMENTS,34.8153390,-78.9764300,Active,24,1/1/96,1/1/26,10/12/46
1116776,WOODGATE APARTMENTS,35.8224810,-76.2009140,Active,34,1/1/96,1/1/26,2/9/46
1117799,FAIRINGTON WEST APARTMENTS,35.4340800,-80.6311300,Active,48,9/8/95,1/1/26,8/22/48
1118505,BROOKSIDE APARTMENTS,34.7365800,-79.3570900,Active,32,1/1/96,1/1/26,12/11/46
1121036,IVY TERRACE APARTMENTS,36.2050800,-81.6621600,Active,34,1/1/96,1/1/26,9/20/46
1122041,WOODCREEK VILLAGE APARTMENTS,34.9917450,-79.2319050,Active,27,1/1/96,1/1/26,1/17/46
1146688,,35.0559700,-78.8763510,Active,2,1/6/16,1/6/26,1/6/26
1063202,ARC/HDS LENOIR COUNTY GROUP HOME #1,35.2911100,-77.5729300,Active,6,1/21/21,1/31/26,1/31/26
1065069,DURHAM COMMUNITY LAND TRUSTEE,35.9957610,-78.9155520,Active,4,2/2/11,2/2/26,2/2/26
1063437,GARDENWOOD APARTMENTS,34.9202700,-79.7567100,Active,40,6/1/74,2/14/26,1/1/41
1063012,CARTERET COURT APARTMENTS,34.7192400,-76.6509900,Active,78,2/16/06,2/15/26,5/1/51
1064464,SEAGER PLACE,36.1063470,-79.8931470,Active,42,1/1/04,2/24/26,1/1/34
1064045,THE PARK AT CLINE VILLAGE,35.7495300,-81.1988100,Active,48,1/1/05,3/29/26,1/1/35
1128113,BUILDERS OF HOPE CHDO BRADFORD APARTMENTS,35.2576470,-80.8979020,Active,43,4/4/16,4/4/26,4/4/26
1064931,MOUNTAIN VIEW SENIOR APARTMENTS,36.1194500,-80.0725900,Active,50,1/1/05,4/20/26,1/1/35
1120920,ELMWOOD APARTMENTS,35.3100430,-77.1564530,Active,24,1/1/05,4/28/26,3/30/36
1063303,TANGLEWOOD APARTMENTS,35.0051100,-78.0997400,Active,50,9/1/75,5/1/26,1/1/38
1064037,ELDERS PEAK APARTMENTS,35.7386600,-78.6060000,Active,48,1/1/05,5/17/26,1/1/35
1065222,WITH FRIENDS,35.2514560,-81.1906450,Active,1,5/17/11,5/17/26,5/17/26
1128108,,35.5799520,-82.5639470,Active,22,6/28/16,6/28/26,6/28/26
1064043,PINERIDGE MANOR,34.9802400,-78.9578900,Active,60,1/1/05,6/30/26,1/1/35
1064180,FREEDOM HOUSE,35.9562200,-79.0597700,Active,10,6/30/06,6/30/26,6/30/26
1064466,RANKIN SCHOOL PLACE,36.1207800,-79.7609000,Active,56,1/1/05,6/30/26,1/1/35
1064047,WEATHERSTONE SPRING CONGREGATE CARE LIVING SENIORS,35.7915600,-78.8087700,Active,72,1/1/05,7/25/26,1/1/35
1063990,THE COMMONS AT HIGHLAND VILLAGE,35.7838000,-78.7955300,Active,68,1/1/04,7/26/26,1/1/34
1064051,WINDSOR SPRING CONGREGATE CARE FOR SENIORS,35.8709900,-78.6824100,Active,39,1/1/05,7/26/26,1/1/35
1110911,ASHTON SPRING APARTMENTS,35.4658600,-77.4266300,Active,25,1/1/05,7/26/26,3/9/36
1008910,EAST SALEM APARTMENTS INC,36.0992580,-80.2266080,Active,12,8/18/06,8/18/26,8/18/26
1063098,VANDERBILT APARTMENTS,35.5970400,-82.5550400,Active,154,9/1/70,8/31/26,12/1/40
1121879,SUGARLOAF APARTMENTS,35.3410500,-82.4316400,Active,44,9/9/93,9/1/26,9/1/26
1065270,STH-408 CADILLAC STREET,35.6140840,-77.3895830,Active,1,9/16/11,9/16/26,6/12/32
1065278,STH-906 BANCROFT AVENUE,35.6089820,-77.3910050,Active,1,9/16/11,9/16/26,9/16/26
1012504,HIGHLAND VIEW APARTMENTS,35.2933420,-82.4352390,Active,28,1/1/06,9/28/26,1/1/36
1064908,NEW CONSTRUCTION,36.0856680,-79.0833370,Active,15,9/28/06,9/28/26,9/28/26
1064553,PROVIDENCE PLACE,36.0795080,-80.2363580,Active,56,1/1/06,9/29/26,1/1/36
1064033,CARDINAL CHASE,35.7245390,-79.4475530,Active,48,1/1/05,10/4/26,1/1/35
1109159,DEER VIEW APARTMENTS,35.4690300,-77.4065600,Active,25,1/1/05,10/4/26,5/15/36
1063173,LAKE ROAD APARTMENTS,35.9480040,-80.0102390,Active,99,4/1/82,10/7/26,1/1/54
1065051,CASA - 217 W GEER STREET,36.0035220,-78.8975520,Active,7,11/4/11,11/4/26,11/4/26
1064146,RUTH'S HOUSE II,35.8728800,-78.5184800,Active,22,11/4/05,11/7/26,11/7/26
1064063,CEDAR SPRING - A SENIOR LIVING COMMUNITY,35.7796400,-78.3668900,Active,20,1/1/06,12/18/26,1/1/36
1064888,CALDWELL GARDENS,35.9260300,-81.5463600,Active,97,9/1/97,12/20/26,1/1/40
1064095,1824 VINTAGE RD,35.7543200,-78.5502500,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064097,1825 VINTAGE RD,35.7543200,-78.5496900,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064099,1828 VINTAGE RD,35.7543200,-78.5502500,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064101,1829 VINTAGE RD,35.7543200,-78.5496900,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064103,1833 VINTAGE RD,35.7543200,-78.5496900,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064104,1837 VINTAGE RD,35.7543200,-78.5496900,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064119,216 & 218 COOPER STREET,36.0924200,-78.3035200,Inconclusive,2,1/1/97,1/1/27,1/1/27
1064123,5410 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064125,5411 TALSERWOOD DR,35.7531900,-78.5500800,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064127,5412 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064129,5413 TALSERWOOD DR,35.7531900,-78.5500800,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064131,5414 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064133,5415 TALSERWOOD DRIVE,35.7531900,-78.5500800,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064135,5416 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064141,5422 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064143,5423 TALSERWOOD DR,35.7531900,-78.5500800,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064145,5424 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064147,5426 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064149,5428 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064151,5430 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064153,5432 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064155,5434 TALSERWOOD DR,35.7523700,-78.5501200,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064157,911 S MAIN ST,36.0908800,-78.3068900,Inconclusive,1,1/1/97,1/1/27,1/1/27
1064161,CHESTNUT PLACE APARTMENTS,34.6414600,-78.9894600,Active,48,1/1/97,1/1/27,1/1/27
1064163,GARDEN SPRING APARTMENTS,35.7775300,-78.5879200,Active,33,1/1/97,1/1/27,1/1/27
1064169,MARSH CREEK APARTMENTS,35.8103100,-78.5931800,Active,24,1/1/97,1/1/27,1/1/27
1064171,PARK PLACE APARTMENTS PHASE II,35.7932100,-78.4880900,Active,50,1/1/97,1/1/27,1/1/29
1064173,PARKVIEW APARTMENTS,35.3062800,-82.4456900,Active,32,1/1/97,1/1/27,1/1/27
1064175,SOUTHWOODS,36.0424840,-79.8028080,Active,59,1/1/97,1/1/27,1/1/27
1064177,THE DORCHESTER,35.0690000,-80.8838300,Active,99,1/1/97,1/1/27,1/1/27
1064179,THE MAGNOLIAS,35.7933300,-78.6102300,Active,40,1/1/97,1/1/27,11/24/29
1064181,WESTON TRACE,35.7197490,-78.6163820,Active,48,1/1/97,1/1/27,1/1/27
1064183,WESTRIDGE WOODS APARTMENTS,35.7803100,-78.7292600,Inconclusive,16,1/1/97,1/1/27,1/1/27
1064518,THE WILLOWS,35.7239600,-81.6717360,Active,36,1/1/97,1/1/27,1/1/27
1064642,JACKSON TERRACE,35.3215100,-79.3978700,Active,16,1/1/97,1/1/27,1/1/27
1064690,AUTUMN CHASE APARTMENTS,35.1024200,-77.0201000,Active,34,1/1/97,1/1/27,1/1/27
1064853,THE RESERVE AT ASHELYN GLEN,35.7477200,-79.8082400,Active,72,1/1/97,1/1/27,1/1/27
1064948,PINE VALLEY APARTMENTS,36.1661740,-80.2840890,Active,108,1/1/97,1/1/27,1/1/27
1102640,THE PINES AT LAKE ROAD,34.8801100,-76.9266700,Active,60,1/1/97,1/1/27,2/15/58
1106429,PIEDMONT POINTE,35.5951410,-80.8100040,Active,144,1/1/97,1/1/27,1/1/27
1106515,SHERWOOD PARK APARTMENTS,36.0032440,-78.8703910,Active,71,1/1/97,1/1/27,1/1/27
1106609,WILD GEESE LANDING TOWNHOMES,36.1396110,-75.8368810,Active,44,1/1/97,1/1/27,1/1/27
1106639,THE PINES AT CAROLINA PLACE,35.0696420,-80.8807510,Active,200,1/1/97,1/1/27,1/1/27
1107659,DEERFIELD CROSSING APARTMENTS,36.0649840,-79.2974740,Active,120,1/1/97,1/1/27,1/1/27
1108054,GREENFIELD APARTMENTS,34.7626230,-79.4926530,Active,48,1/1/97,1/1/27,1/1/27
1108142,OAK CREST APARTMENTS,35.4680100,-80.5986000,Active,100,1/1/97,1/1/27,1/1/27
1108407,CONCORD POINTE,35.3650840,-80.6340880,Active,104,1/1/97,1/1/27,1/1/27
1108487,TYLER PLACE,34.9152840,-76.9379240,Active,60,1/1/97,1/1/27,1/1/27
1108488,FOX HAVEN APARTMENTS,35.8739400,-78.5533900,Active,48,1/1/97,1/1/27,1/1/27
1108663,ROSEWOOD ESTATES I,34.6213000,-78.7593200,Active,56,6/13/86,1/1/27,9/23/46
1116444,HOPEWELL VILLAGE APARTMENTS,35.1037900,-84.0187900,Active,24,1/1/97,1/1/27,2/18/47
1116853,WINNINGHAM VILLAGE APARTMENTS,35.6682400,-82.0144700,Active,36,1/1/97,1/1/27,9/9/46
1120360,SEDGEWOOD APARTMENTS,36.3877700,-76.9406700,Active,24,7/23/82,1/1/27,11/23/48
1120663,VALLEY PLACE APARTMENTS,35.9153930,-82.2996290,Active,18,1/1/97,1/1/27,7/7/47
1120898,HAWTHORNE VILLAGE APARTMENTS,36.1293800,-77.4189200,Active,20,6/3/92,1/1/27,2/27/28
1120937,TILGHMAN SQUARE APARTMENTS,35.3152200,-78.5885900,Active,20,1/1/97,1/1/27,10/2/47
1121794,THE OAKS,35.9251400,-81.1747800,Active,40,10/30/96,1/1/27,6/19/49
1122331,MIDDLESEX MANOR,35.7773900,-78.2077100,Active,16,1/16/79,1/1/27,4/20/42
1122143,CRESTVIEW APARTMENTS,36.4942500,-81.1345500,Active,32,11/28/83,2/2/27,2/2/27
1064196,"NEW HOPE VILLAGE HOUSING ASSOC,LLC",35.8045730,-78.5644300,Active,45,2/12/07,2/12/27,2/12/27
1065314,,35.4924770,-80.6141330,Active,1,2/28/12,2/28/27,2/28/27
1128136,,35.7833350,-78.6891350,Active,11,4/6/17,4/6/27,6/22/27
1064950,ENFIELD SCHOOL APARTMENTS,36.1842800,-77.6758200,Active,36,1/1/10,4/11/27,1/1/40
1065427,EN) OAK HOLLOW APARTMENTS,35.7758360,-78.5817410,Active,10,4/25/07,4/25/27,4/25/27
1009431,HOUSING REHABILITATION PROGRAM,35.9191160,-79.0607840,Active,10,5/7/12,5/7/27,5/7/27
1064075,LEGION CROSSING APARTMENTS,34.9957030,-78.9209490,Active,48,1/1/06,5/8/27,1/1/36
1065234,WINDHILL COURT LLC,36.1200900,-79.7436700,Active,64,5/12/07,5/12/27,5/12/27
1004859,SIX CHURCHES PLAZA-KINSTON TOWERSII,35.2646800,-77.5799300,Active,110,7/1/07,6/1/27,8/18/27
1063037,CHURCH MANOR/ROLAND L PAYLOR APARTMENTS,35.2661700,-77.5840400,Active,40,7/1/07,6/1/27,11/30/36
1128126,MILLER GROVE APARTMENTS,36.0741220,-79.7837470,Active,48,6/15/07,6/15/27,3/12/28
1128148,PLAZA WEST DEVELOPMENT LLC,36.0798510,-80.2365160,Active,11,6/21/07,6/21/27,6/21/27
1064084,THE GRIFFIN APARTMENTS,35.5926900,-82.5578700,Active,50,1/1/06,6/25/27,1/1/36
1065560,,34.2334820,-77.9307630,Active,2,6/30/07,6/30/27,6/30/27
1065423,OAK HOLLOW APARTMENTS,35.7641800,-78.5672300,Active,10,7/16/07,7/16/27,9/5/28
1063960,WOODGREEN II APARTMENTS,35.1336800,-79.4427400,Active,44,1/1/03,8/15/27,1/1/35
1064088,VILLAGE OF NEW HOPE,35.8042600,-78.5634300,Active,45,1/1/06,8/17/27,1/1/36
1064077,PERRY HILL APARTMENTS,35.8735800,-78.5401700,Active,48,1/1/06,8/22/27,1/1/36
1010220,HIGHLAND VILLAGE APARTMENTS,35.7845180,-78.7945060,Active,50,1/1/05,8/28/27,1/1/35
1017475,SPRINGWOOD APARTMENTS,36.3297360,-78.4155420,Active,50,1/1/72,8/31/27,1/1/37
1064126,WATERBROOK APARTMENTS,35.7764900,-78.5804600,Active,64,1/1/07,9/6/27,1/1/37
1065443,PERRY CREEK HOUSING ASSOCIATES-7350 LOUI,35.8739300,-78.5424100,Active,48,9/7/07,9/7/27,9/7/27
1064079,PHOENIX PARK II,34.7927920,-77.4318020,Active,48,1/1/02,9/26/27,1/1/36
1064158,MONTGOMERY GARDENS APARTMENTS,35.3065100,-80.8593700,Active,76,9/27/07,9/27/27,9/27/27
1065263,Honeycreek Senior Apartments,35.1983200,-80.7195600,Active,78,1/1/04,9/27/27,1/1/34
1064124,THE HAVENS AT WILLOW OAKS,36.0653800,-79.7616900,Active,60,1/1/07,9/29/27,1/1/37
1065272,,35.6136210,-77.3899800,Active,1,10/4/12,10/4/27,10/4/27
1065510,CRESTON COMMONS II,35.1806800,-79.4282500,Active,32,1/1/05,10/22/27,1/1/35
1065005,PARTNERSHIP VILLAGE - PHASE III,36.1274690,-79.7919240,Active,12,11/2/07,11/2/27,11/2/27
1120119,SHALLOTTE MANOR APARTMENTS,33.9773610,-78.4054570,Active,36,8/1/85,11/3/27,11/3/27
1010451,,35.9909310,-78.8920140,Active,10,11/28/07,11/28/27,11/28/27
1023223,SCOTT MITCHELL APARTMENTS III,36.4093100,-78.2640200,Active,16,6/14/89,12/1/27,3/18/48
1065564,,34.2325850,-77.9306580,Active,2,12/6/07,12/6/27,12/6/27
1107489,SANDHILL MANOR ON COURTLAND,35.4588670,-79.1643570,Active,50,1/1/07,12/20/27,1/1/37
1008992,INDEPENDENCE COTTAGES PHASE 2,35.5967940,-82.5417940,Active,4,12/31/07,12/31/27,12/31/27
1115571,WAYNESVILLE TOWERS,35.4897000,-82.9895100,Active,62,6/5/81,12/31/27,5/24/31
1064152,HOPEWOOD APARTMENTS,34.2187450,-77.9300510,Active,16,1/1/98,1/1/28,1/1/28
1064187,CAMELLIA COURT APARTMENTS,34.7349100,-76.7819900,Active,44,1/1/98,1/1/28,1/1/28
1064188,APPLE TREE APARTMENTS,35.4556750,-79.1465040,Active,40,1/1/98,1/1/28,1/1/28
1064191,CASPN HOMES SUPPORTIVE HOUSING FOR THE ELDERLY,35.6947100,-79.8170000,Active,51,1/1/98,1/1/28,1/1/28
1064193,EXCELSIOR APARTMENTS,35.2641900,-82.7063000,Active,20,1/1/98,1/1/28,1/1/28
1064195,GLENDALE APARTMENTS,36.0027400,-78.8954600,Active,29,1/1/98,1/1/28,1/1/28
1064197,HOOPER SCHOOL APARTMENTS,34.2215500,-77.9423100,Active,50,1/1/98,1/1/28,1/1/28
1064199,LONGVIEW APARTMENTS,35.1111500,-78.8775400,Active,48,1/1/98,1/1/28,3/1/55
1064201,MANOR RIDGE APARTMENTS,34.9790200,-80.4487600,Active,32,1/1/98,1/1/28,1/1/28
1064203,MC CORMICK HEIGHTS,35.5888700,-82.5479700,Active,100,7/1/72,1/1/28,1/1/28
1064205,OVERLOOK APARTMENTS,35.5832500,-82.5633000,Active,112,1/1/98,1/1/28,1/1/28
